emp_no,last_name,first_name,gender,to_date,salary
437298,Msuda,Van,M,1986-12-01,45719
437324,Seghrouchni,Luisa,M,1997-12-01,76635
437390,Oxman,Taiji,F,1989-03-01,40000
437394,Bouloucos,Krister,M,1987-04-19,51549
437396,Pocchiola,Filipe,F,1988-08-31,43618
437405,Nitta,Takahira,M,1993-11-16,88339
437409,Emmerich,Emdad,M,1989-06-09,40000
437522,Stroustrup,Denny,M,1986-11-02,40000
437523,Vakili,Nahum,F,1987-05-19,42622
437412,Shinomoto,Shahab,M,1990-01-05,67124
437413,Gaughan,Yurii,M,1996-04-17,52895
437419,Ishibashi,Navid,M,1987-07-20,50019
437539,Fioravanti,Owen,M,1988-07-28,55422
437421,Edelhoff,Rayond,F,1987-03-13,40000
437553,Baranowski,Zeljko,F,1987-05-04,48955
437422,Plavsic,Naftaly,M,1987-06-29,41012
437426,Lenart,Lillian,M,1989-05-27,40000
437442,Delaune,Muzhong,M,1987-03-13,71689
437566,Landherr,Chuanyi,M,1988-08-07,43325
437446,Ratnaker,Huai,F,1988-08-07,72235
437453,Sabnani,Gladys,F,1989-04-19,70066
437596,Assaf,Lakshmi,M,1989-01-23,50194
437455,Marwedel,Nikolaos,M,1989-01-21,40000
437470,Bouloucos,Rasiah,F,1998-12-24,40277
437603,Lemarechal,Poornachandra,M,1986-03-27,40000
437608,Montemayor,Marko,M,1987-09-01,63762
437614,Hoogerwoord,Minghong,F,1997-11-07,46805
437471,Plesums,Zijian,M,1989-01-05,44174
437483,Callaway,Adin,F,1988-05-12,40000
437494,Usdin,Atilio,F,1999-05-31,63070
437632,Gyorkos,Zvonko,M,1994-10-14,40000
437635,Garnick,Maya,M,1987-08-23,72691
437639,Imataki,Barun,M,1987-07-29,67163
437675,Takanami,Suzette,M,1990-03-04,42307
437678,Pocchiola,Val,M,1996-05-31,44462
437679,Linares,Boutros,M,1986-07-29,40000
437689,Pargas,Taizo,M,1992-10-25,60558
437691,Sichman,Make,M,1989-03-07,46938
437502,Schreiter,Naftali,M,1986-04-23,40000
437507,Stasinski,Hiroyasu,M,1995-07-15,46018
437706,Swick,Shen,F,1996-11-06,78536
437889,Rosay,Dannz,F,1989-02-01,65085
437712,Angelopoulos,Domenick,M,1988-05-01,72131
437890,Bazzichi,Tianruo,M,1988-01-28,42361
437892,Lampe,Sushant,F,1999-11-26,70452
437768,Weedman,Martial,F,1988-03-29,40000
437895,Kavanagh,Kristen,F,1986-09-04,44463
437915,Kroon,Katsuo,M,1992-01-09,48223
437794,Bage,Etsuo,F,1989-08-08,42313
437950,Salinas,Irena,F,1987-05-21,41789
437808,Yemenis,Nirmal,M,1994-08-24,66628
437811,Zeleznik,Moti,F,1987-03-21,77187
437818,Figueira,Fayez,F,1996-04-06,40000
437824,Peral,Georg,F,1987-05-23,40000
437830,Plotkin,Bezalel,M,1986-02-20,74145
437838,Swiler,Shooichi,F,1997-11-17,40000
437844,Pero,Marlo,F,1999-09-30,52125
437954,Sinitsyn,Mong,M,1999-04-12,72574
437850,Vural,Ronnie,F,1988-03-16,45677
437852,Maliniak,Mingsen,F,1997-01-16,42170
437955,Matteis,Kristin,M,1997-11-16,58381
437981,Muhling,Chanjung,F,1990-03-15,40000
437865,Noriega,Pascal,F,1993-07-22,47231
437882,Osgood,Salvador,M,1988-02-13,40000
437883,Kalafatis,Pantung,M,1988-12-15,48730
437985,Munke,Reuven,M,1987-04-13,53517
438010,Marsiglia,Barna,M,1987-01-23,40000
438084,Kemmerer,Bangqing,M,1996-10-29,40000
438040,Pelz,Kauko,F,1992-12-24,65713
438096,Szilard,Szabolcs,M,1994-05-21,40000
438105,Montemayor,Shen,F,1986-05-04,58106
438109,Kadhim,Masato,F,1987-02-15,61667
438126,Krichel,Duke,F,1988-01-15,78066
438050,Waterhouse,Foong,F,1992-10-03,40000
438137,Lupu,Manu,M,1995-02-25,52537
438052,Legleitner,Beshir,M,1997-10-14,42797
438150,Schlenzig,Sanjeeva,F,1987-08-24,40000
438153,Akazan,Fan,F,1988-10-06,40000
438054,Stentiford,Sariel,M,1988-10-08,57658
438155,Murtafg,Arunachalam,M,1987-01-13,40000
438160,Pagter,Rayond,M,1998-12-27,67944
438055,Thorelli,Jamaludin,M,1999-03-19,52661
438162,Erdmenger,Mabry,F,1988-02-09,50412
438258,Aumann,Arlette,M,1989-06-13,45138
438171,Engberts,Oguz,F,1986-02-11,40000
438178,Denti,Stamatina,F,1988-03-02,40000
438192,Showalter,Keiichiro,F,1986-08-23,40000
438193,Chandrasekhar,Martial,F,1995-06-03,70650
438262,Pauthner,Giao,M,1986-12-19,40000
438207,Adachi,Elvis,M,1989-11-01,42133
438209,Feinberg,Lene,M,1986-09-30,65336
438266,Gecsei,Marjo,M,1997-06-16,47670
438212,Luce,Fatemeh,F,1997-01-21,62011
438214,Tokunaga,Lokesh,M,1988-10-15,42651
438267,Sichman,Malu,M,1996-04-13,44058
438268,Mansanne,Hyuckchul,F,1991-04-05,51295
438240,Luce,Yurii,F,1998-11-11,74397
438269,Castellani,Percy,M,1987-04-08,40000
438288,Riesenhuber,Kshitij,F,1998-01-01,40000
438289,Collavizza,Kiyokazu,F,1999-03-07,42124
438296,Gist,Sajjad,F,1987-08-13,75075
438441,Mahmud,Kiyokazu,M,1986-12-15,52069
438298,Asrin,Elrique,M,1986-08-09,40000
438304,Gilg,Jeane,M,1987-12-17,40000
438454,Caine,Duro,M,1989-07-21,42193
438455,Speel,Sachar,M,1989-07-19,49322
438463,Hambrick,Alois,F,1990-03-28,66639
438312,Trachtenberg,Menkae,M,1987-03-24,45333
438472,Felder,Kamakshi,M,1995-07-22,40000
438318,Munawer,Saeed,M,1998-01-13,40000
438330,Naumovich,Dinkar,F,1989-11-12,40000
438483,Pettis,Steve,F,1987-11-02,40000
438340,Asser,Remco,M,1999-08-08,40000
438366,Gubsky,Yechezkel,F,1986-11-07,40000
438517,Uhrig,Matt,F,1987-11-05,52278
438519,Fortenbacher,Kyoichi,M,1989-07-23,72418
438521,Manderick,Khalil,F,1996-02-20,48497
438525,Plessier,Theirry,F,1989-12-12,40000
438528,Lowrie,Bernt,M,1994-10-11,62157
438536,Snyers,Jaideep,M,1988-08-31,61978
438385,Zhiwei,Kazuhisa,M,1986-04-27,40000
438538,Valtorta,Sarita,M,1995-07-08,51274
438541,Waeselynck,Shichao,M,1994-02-03,43426
438544,Lukaszewicz,Faiza,M,1989-06-01,40000
438551,Vingron,Randy,M,1986-09-30,47429
438552,Kavvadias,Perry,F,1988-03-16,46144
438390,Leppanen,Shridhar,F,1987-06-20,40000
438570,Androutsos,Chikako,F,1986-02-16,41842
438393,Pero,Nahid,M,1988-05-04,45426
438578,Ruther,Xiaobin,M,1988-07-22,60866
438397,Schaap,Masanao,M,1986-05-06,40000
438583,Hambrick,Tiina,M,1986-07-13,50746
438584,Pero,Sangeeta,M,1986-05-28,41302
438404,Auria,Fumitake,M,1993-08-11,40843
438408,Genther,Sadegh,F,1996-04-19,53586
438610,Dulin,Soenke,F,1986-09-25,58923
438616,Ciolek,Ramya,M,2000-05-21,57631
438421,Pollacia,Danae,F,1987-04-06,82787
438619,Sichman,Chiranjit,M,1999-08-05,73422
438422,Baby,Sedat,M,1988-03-12,40000
438429,Zockler,Jiang,M,1994-03-31,55957
438440,Hanratty,Kankanahalli,M,1988-12-17,61104
438626,Roohalamini,Shaunak,M,1988-11-25,72353
438835,Penz,Constantijn,M,1993-05-13,50016
438644,Selenyi,Lene,M,1988-09-03,79779
438657,Bernatsky,Baziley,F,1987-07-31,45724
438662,Busillo,Pramod,F,1987-07-22,40000
438672,Murillo,Phuoc,F,1988-03-21,40000
438676,Mikschl,Conal,M,1986-03-15,67214
438704,Godskesen,Danai,F,1987-10-18,58219
438840,Honiden,Moto,F,1990-06-01,40000
438843,Lowrie,Luerbio,M,1987-02-02,43132
438716,Schmiedel,Marin,F,1993-06-04,59536
438718,Deville,Shin,M,1986-03-26,52469
438848,Marchesini,Vishv,F,1986-12-17,40000
438726,Serov,Ewing,M,1997-08-13,41469
438862,Vrecion,Angus,M,1998-05-28,40000
438737,Syrotiuk,Heping,M,1986-07-23,40000
438871,Pettit,Lein,M,1986-11-26,40000
438872,Boudaillier,Miquel,M,1989-12-22,49715
438876,Anguita,Manton,F,1986-07-05,50661
438781,Thambidurai,Kiyokazu,F,1987-09-15,54423
438787,Wrigley,Tomofumi,M,1986-03-01,42087
438883,Kisuki,Renee,F,1987-07-29,45611
438792,Kawashimo,Rasiah,M,1994-12-20,49042
438799,Dengi,Peer,M,1991-02-24,56246
438805,Lalonde,Eirik,F,1994-04-03,43710
438808,Serna,Marsja,F,1993-04-01,53461
438999,Daescu,Juichirou,F,1999-10-17,45702
439018,Scharstein,Gay,M,1989-07-15,62394
438907,Ecklund,Manibrata,M,1989-01-27,54727
439027,Riexinger,Munir,F,1999-11-02,60754
439036,Papsdorf,Harngdar,M,1990-12-01,61017
438909,Smailagic,Kish,F,2000-11-08,54319
438915,Szilard,Marsha,F,1987-01-02,40000
439059,Lovengreen,Kwangho,F,1986-09-15,64335
439062,Streng,Dhritiman,M,2000-04-11,47240
438930,Murtagh,Luerbio,M,1990-10-28,53082
439071,Woycyznski,Kokou,F,1989-12-06,46070
439072,Kavanagh,Snehasis,M,1994-03-18,73853
438931,Vandervoorde,Shigenori,M,1988-12-10,50782
438934,Thisen,Mads,F,1988-06-24,41744
439097,Birsak,Jouko,F,1988-07-13,48303
438936,Busillo,Ekawit,M,1988-06-19,55449
439106,Nivat,Guiseppe,M,1998-08-18,89576
439108,Kawashima,Huiqun,F,1998-01-06,49906
438940,Shackell,Mayumi,M,1987-05-24,71507
439115,Backhouse,Pohua,M,1987-10-18,60976
438944,Anick,Florian,M,1989-11-10,73694
439125,Luff,Nahid,F,1996-12-07,60638
438947,Stranks,Vasilis,M,1988-10-25,56310
439185,Yurek,Rosalyn,F,2000-07-23,98679
439147,Chiola,Ebbe,F,1988-02-05,46663
439156,Bala,Kenroku,M,1987-12-27,54922
439168,Penn,Fatemeh,F,1986-11-04,69822
439175,Sifakis,Tomoyuki,M,1987-09-08,86854
439179,Lanteri,Yurii,M,1987-03-29,57388
439195,Selenyi,Goncalo,M,1986-09-04,61746
439371,Pehl,Satoru,M,1991-05-25,84501
439197,Henders,Gritta,F,1998-09-26,62728
439204,Ruther,Bluma,M,1995-07-10,55158
439207,Stranks,Martins,M,1988-06-16,45878
439395,Genther,Chuanyi,F,1998-02-07,40000
439404,Picci,Piyawadee,F,1987-02-07,50883
439216,Mateescu,Aimee,M,1986-11-10,40000
439412,Peyn,Baruch,M,1986-10-13,56805
439416,Matzen,Naftaly,F,1990-07-02,44846
439246,Colorni,Alper,M,1992-04-14,40000
439420,Dalton,Xuedong,F,1992-09-23,76672
439440,Wossner,Uma,F,1994-06-22,42544
439252,Karnin,Fabrizio,F,1986-07-08,40000
439455,Cronau,Xumin,M,1995-06-02,40000
439257,Pluym,Khedija,M,1987-10-05,81095
439468,Pauthner,Hailing,M,1999-12-25,40000
439259,Cummings,Surveyors,M,1993-06-14,62530
439272,Nitta,Aris,F,1996-02-18,62687
439486,Heijenga,Armond,M,1994-12-24,40000
439495,Pettis,Maris,F,1989-10-18,51252
439501,Falco,Oscar,M,1989-01-11,55896
439276,Chappelet,Mayuko,F,1989-07-06,40000
439506,Wursthorn,Tetsurou,M,1998-06-26,44512
439511,Cummings,Suzette,M,1987-08-04,48717
439283,Zolotykh,Ziya,M,2000-09-05,40000
439518,Homond,Kenroku,F,1997-04-15,40000
439520,Kambil,Along,F,1994-01-10,55826
439289,Morris,Kazuyasu,F,1989-11-05,40000
439533,Bage,Kerryn,M,1994-12-11,79037
439292,Hempstead,Aruna,M,1988-12-22,51592
439541,Garnick,Dines,F,1988-02-14,81591
439544,Thiran,Heping,M,1988-03-30,52427
439296,Shimshoni,Navin,F,1990-08-08,47226
439309,Ligten,Gila,M,1999-09-12,40000
439310,Marsiglia,Xiaoqiu,F,1992-01-18,47508
439322,Waeselynck,Jaihie,M,1989-04-27,83964
439560,Legleitner,Peternela,M,1987-06-05,40000
439567,Ernst,Weiyi,M,1989-11-28,57729
439572,Bakhtari,Christoph,F,1987-04-25,45093
439328,Matzel,Arie,F,1991-09-05,48153
439579,Hatcliff,Stein,M,1988-07-05,40000
439337,DiGiano,Alair,M,1992-10-27,79338
439595,Itzfeldt,Anestis,M,1988-09-08,72605
439604,Nations,Bernd,M,1987-08-30,48144
439349,Vingron,Yucai,F,1998-09-29,40000
439350,Koblitz,Kerhong,M,1986-03-27,53047
439357,Mukaidono,Srinidhi,M,1992-06-29,41297
439630,Busillo,Ymte,M,1987-11-03,79638
439359,Sundgren,Avishai,M,1987-12-19,40000
439364,Luiz,Gill,M,1988-01-28,40000
439743,Ernst,Janalee,F,1987-03-26,40000
439668,Chinin,Goncalo,M,1992-10-04,57283
439675,Atchley,Yuuichi,M,1998-08-07,79767
439686,Zeleznik,Maia,M,1989-04-26,55291
439687,Schlumberger,Alejandra,F,1989-10-29,40000
439694,Aingworth,Eric,F,1989-12-07,40000
439704,Jording,Youssef,M,1986-05-16,50330
439750,Masaki,Gilbert,M,1989-04-30,67546
439716,Chleq,Zsolt,M,1989-10-27,40000
439719,Schreiter,Uri,F,1996-06-25,52225
439721,Rassart,Douadi,M,1997-06-15,40578
439757,Czap,Gunilla,M,1987-02-23,48746
439765,Templeman,Ger,F,1988-06-06,40000
439789,Liedekerke,Almudena,M,1989-10-17,40000
439792,Molenaar,Chenyi,M,1996-11-12,40000
439927,Manders,Fumiyo,F,1990-12-10,63757
439794,Koblick,Eric,M,1989-10-14,40000
439795,Sullins,Sashi,M,1988-08-26,46800
439948,Hatcliff,Toshimitsu,M,1997-02-12,68876
439823,Erdi,Remko,F,1999-09-11,45338
439969,Gini,Ohad,M,1988-05-28,49147
439830,Ramamoorthy,Shem,M,1988-02-12,41377
439998,Tzvieli,Huei,M,1989-01-11,40000
439832,Pleszkun,Ebbe,F,1989-03-10,73459
439835,Papadias,Yucai,F,1988-02-09,70186
440010,Lamma,King,F,1997-04-12,40000
439837,Matzel,Saniya,F,1999-06-16,40000
439864,Spelt,Izaskun,M,1987-06-13,40000
440026,Kavanagh,Zorica,F,1986-05-22,40000
440056,Stanfel,Moni,M,1989-11-27,61128
439877,Emiris,Wojceich,F,1989-11-18,40000
440072,Schnelling,Mingzeng,F,1989-02-06,40000
440074,Ghemri,Gritta,M,1992-12-29,55552
440076,Schiettecatte,Hailing,M,1998-02-11,40000
439885,Schaaf,Hongzhu,F,1989-03-13,45445
440083,Szemeredi,Heeju,M,1986-03-28,50940
440086,Dulli,Hideyuki,F,1999-07-27,76434
440088,Denny,Serge,M,2000-04-02,97760
439887,Dusink,Fuqing,M,1990-09-27,71929
440094,Rabehasaina,Bernice,F,1989-11-23,40000
440097,Junot,Alselm,F,1986-06-11,71586
439889,Benaini,Constantijn,F,1988-02-23,53291
439896,Baaleh,Yahiko,M,1993-09-13,69368
440291,Fujisaki,Masasuke,F,1994-10-08,42703
440115,Lalonde,Atilio,F,1988-10-24,40000
440116,Seghrouchni,Shim,F,1989-01-21,45628
440301,Lanzelotte,Sven,M,1987-10-05,44818
440128,Constantine,Nirmal,F,1987-10-16,40000
440136,Jenevein,Bowen,M,1989-09-01,60795
440305,Swab,Rosalie,M,1988-11-17,63799
440150,Lorcy,Luigi,M,1998-12-23,40000
440152,Ertl,Kirk,M,1987-05-19,62545
440169,Holburn,Munenori,M,1988-08-03,62222
440175,Demos,Babette,M,1989-06-27,45919
440180,Jording,Ashish,M,1987-03-05,72567
440189,Falster,Kiyomitsu,M,1987-10-29,47178
440200,Marrevee,Annemarie,M,1993-11-06,44272
440205,Hutter,Hideo,M,1996-03-14,40000
440215,Dredge,Keiichiro,M,1989-08-07,59288
440218,Simmen,Shigeo,M,1986-06-02,66145
440307,Tetzlaff,Hailing,M,1997-07-08,40000
440234,Morrey,Venkatesan,F,1989-11-19,42434
440236,Caine,Franziska,M,1993-09-04,41035
440314,Merlo,Shin,M,1987-03-11,40000
440247,Ambroszkiewicz,Geoff,M,1997-12-30,40000
440319,Brookman,Qunsheng,F,1997-04-17,47654
440250,Granlund,Valeri,F,1988-09-17,52156
440255,Schlenzig,Margareta,F,1989-02-14,68981
440323,Radwan,Ravishankar,M,1986-11-30,75919
440259,Farris,Changho,M,2000-02-05,87914
440264,Biran,Izaskun,M,1989-05-18,47441
440338,Radwan,Neelam,M,1986-07-28,40000
440275,Bernick,Randi,M,1987-08-26,56739
440279,Merlo,Gretta,M,1997-09-18,50103
440352,Ghalwash,Tianruo,M,1990-05-26,63892
440361,Skrikant,Shahaf,M,1988-04-27,40000
440364,Preusig,Xinan,F,1996-08-20,41725
440365,Gien,Zhaofang,F,1986-11-24,53135
440366,Armand,Babette,M,1993-01-11,72316
440373,Constantine,Xiaopeng,M,1986-09-28,40000
440507,Yamaashi,Ramalingam,M,1986-03-09,44050
440376,Vanwelkenhuysen,Chikako,F,1997-01-18,40000
440520,Sidje,Berna,F,2000-09-27,57470
440380,Magliocco,Ashish,F,1988-10-05,52490
440523,Kuszyk,Sanjai,M,1986-07-25,56786
440528,Mondadori,Mohd,F,1990-11-28,40000
440383,Denny,Bezalel,F,1986-11-16,40000
440539,Pettis,Nahum,F,1986-11-16,58168
440541,Goodrum,Subbu,M,1993-08-06,40000
440389,Grandbois,Khalil,M,1993-05-13,40000
440548,Eastman,Szabolcs,M,1987-01-02,42890
440549,Eldridge,Dietrich,M,1987-04-17,40000
440551,Frolund,Unal,M,1997-01-24,40000
440400,Karlin,Vasiliy,M,1996-04-10,73947
440560,Mayerwieser,Junichi,F,1987-02-24,91201
440402,Zeleznik,Seongbin,F,1987-08-18,40000
440407,Arlazarov,Jixiang,M,1997-06-29,40475
440582,Kawashima,Elliott,M,1992-01-26,41937
440587,Flasterstein,Lijia,M,1987-06-30,54060
440590,Baez,Nadjib,M,1998-11-18,40000
440414,Meriste,Kolar,M,1991-02-27,40000
440598,Kawashima,Dmitry,M,1999-02-21,40000
440423,Marquardt,Fumino,F,1987-07-02,40000
440608,Kragelund,Kiyokazu,F,1989-03-14,77665
440614,McConalogue,Naftali,F,1987-05-09,51828
440437,Milicia,Tonia,F,1989-09-28,40679
440453,Grandbois,Elvis,M,1999-06-08,67162
440640,Vieri,Xiaoqiang,M,1988-01-20,54764
440649,Legleitner,Leaf,M,1987-08-23,41385
440652,Garnier,Nahum,F,1989-12-05,67855
440456,Tchuente,Valter,M,1986-09-24,48996
440461,Stenning,Bader,M,1989-11-25,40000
440850,Langford,Utz,M,1992-04-04,49807
440667,Rissanen,Martina,M,1989-12-16,50302
440668,Plotkin,Tokuyasu,F,1998-06-22,43507
440681,Schusler,Phillip,M,1988-12-11,40000
440689,Maierhofer,Subhash,F,1992-09-20,44107
440699,Rettelbach,Lucian,M,1987-02-01,40000
440872,Nourani,Vishwani,M,1986-03-05,40000
440704,Bernatsky,Shigehiro,M,1990-04-23,40000
440707,Dalphin,Xiaocheng,M,1999-06-25,40710
440714,Rosay,Duro,M,1988-10-15,40000
440873,Marletta,Baruch,M,1999-03-25,54266
440882,Kushnir,Sverrir,F,1997-09-28,48698
440901,Pintelas,Qiwen,M,1994-09-17,77698
440746,Ramsay,Anneli,M,1987-03-22,40987
440763,Heystek,Siddarth,M,1988-07-14,79380
440767,Narahari,Adly,F,1999-01-10,79342
440902,Ermel,Satyanarayana,F,1997-10-13,64074
440904,Vickson,Eran,M,1986-04-13,60659
440783,Hiraishi,Heon,M,1992-08-09,40000
440788,Mawatari,Zita,M,1994-06-21,41491
440789,Roohalamini,Izaskun,F,1987-02-02,49755
440931,Dratva,Yinghua,F,1987-01-07,78992
440794,Dalphin,Emdad,M,1994-08-11,45833
440795,Hemaspaandra,Malu,F,1998-08-13,46272
440804,Harllee,Fumiko,M,1988-01-05,69132
440812,Baer,Yechiam,M,1989-11-30,40000
440814,Taneja,Uzi,M,1988-10-19,74722
440956,Wossner,Herbert,M,1995-04-25,41359
440821,Veevers,Guoxiang,M,1988-04-09,40000
440833,Siochi,Etsuo,M,1993-03-05,40000
440960,Zirintsis,Moty,M,1989-11-19,63161
440979,Rosay,Dante,F,1987-03-20,40970
440989,Cincotta,Maia,F,1994-07-24,40000
440996,Rouquie,Xuejia,M,1991-03-24,40000
441052,Menhardt,Martien,M,1987-06-20,40000
441059,Borstler,Perla,M,1987-04-21,65573
441061,Klyachko,Ramalingam,M,1991-07-04,66140
441008,Weiland,Dines,M,1998-08-14,51133
441028,Krychniak,Bernd,M,1993-05-28,40000
441086,Anger,Jaideep,M,1988-12-06,63562
441091,Ghelli,Muneo,M,1987-06-01,40000
441092,Peres,Raimond,M,1987-09-24,68866
441029,Schnabel,Mooi,F,1987-03-25,61941
441100,Litvinov,Peternela,F,1990-04-04,57570
441103,Norsworthy,Hongzhu,M,1993-01-24,48571
441228,Winter,Kazuhiko,F,1986-07-20,65442
441229,Rosis,Nobuyoshi,M,1988-09-24,72419
441240,Nicolson,Shounak,M,1989-09-23,40000
441263,Coullard,Vivian,M,1999-06-25,41270
441264,Chinal,Chenye,M,1989-05-17,40000
441267,Hebden,Zita,M,1986-02-23,40000
441269,Hempstead,Arne,F,1986-09-13,40000
441271,Esposito,Mads,M,1993-12-28,52458
441278,Wallrath,Chandrasekaran,F,1988-07-24,55725
441308,Sankaranarayanan,Sastry,M,1998-03-31,40000
441309,Trystram,Arco,F,1987-12-15,80172
441332,Bruckman,Sverrir,M,1987-02-07,40000
441333,Randi,Horward,M,1986-06-09,40000
441343,Jiang,Yuping,F,1988-12-29,40000
441349,Merlo,Oscar,F,1989-04-29,61614
441352,Menyhert,Christoper,M,1989-09-22,89903
441364,Kilgore,Weidon,F,1990-01-11,71607
441371,Leppanen,Vidya,F,1987-05-14,88673
441388,Kroft,Sham,M,1986-11-10,65883
441398,Eiter,Chiradeep,F,1993-09-08,47380
441407,Roohalamini,Atreyi,F,1999-10-14,57918
441425,Famili,Niteen,F,1986-09-19,45770
441429,Akaboshi,Ewing,F,1990-02-13,54969
441449,Lally,Kiyokazu,F,1993-12-21,40000
441451,Marletta,Fabrizio,M,1987-03-27,55226
441459,Schauser,Rosine,F,1986-11-23,40000
441104,Krzyzanowski,Adit,M,1988-07-28,84982
441105,Picci,Amabile,M,1989-01-09,77129
441106,Rohrbach,Hilari,F,1989-02-26,40000
441117,Mondadori,Xiahua,M,1988-02-21,49245
441118,Juneja,Shridhar,F,1993-07-03,40000
441131,Covnot,Mandell,M,1987-01-10,44374
441132,Jansen,Claude,M,1996-09-04,40000
441134,Bennet,Insup,F,1986-09-25,76928
441137,Rajala,Sanjit,F,1989-10-15,61902
441144,Bolsens,Muneo,M,1986-12-27,44121
441154,Syang,Lansing,M,1988-01-15,63254
441157,Tiemann,Barna,M,1988-06-09,46467
441163,Turnbull,Shunichi,M,1988-08-08,42741
441179,Sgarro,Tommaso,F,1989-01-16,84048
441182,Benantar,Mayumi,M,1992-11-07,40000
441188,Zaumen,Kwee,F,1989-04-19,47525
441190,Dulay,Yuuichi,M,1988-10-02,56284
441461,Nations,Mang,M,1987-09-12,41759
441208,Murrill,Nitsan,F,1990-03-20,47063
441477,Sevcikova,Kerryn,M,1988-01-09,92717
441478,Camarinopoulos,Mats,M,2000-05-29,77290
441487,Dulli,Przemyslawa,M,1988-12-03,40000
441493,Menhardt,Ger,M,1999-01-30,40000
441598,Siepmann,Jingling,M,1999-07-26,74249
441495,Feldmann,Marie,F,2000-09-22,52472
441609,Swiss,Martins,M,1986-04-11,50224
441506,Underwood,Kwun,M,1986-02-08,40000
441628,Bazelow,Lubomir,M,1990-01-07,61456
441515,Hasenauer,Fox,M,1988-10-14,40000
441516,Nitsch,Sanjai,M,1996-03-05,57624
441520,Suermann,Shounak,M,1989-06-12,53588
441529,Tasistro,Kazuhiko,M,1998-08-05,66588
441531,Chandrasekhar,Heekeun,F,1990-05-16,40000
441666,Jullig,Mohammed,F,1987-11-06,55206
441668,Crelier,Huiqun,M,1988-11-11,49571
441582,Schauser,Munehiko,M,1989-11-06,55552
441669,Chimia,Raimond,F,1989-04-03,84281
441672,Rabehasaina,Inderjeet,F,1989-06-15,61215
441674,Heusch,Jiong,M,1995-01-23,40000
441688,Schwaller,Jayesh,M,2000-11-09,40648
441691,Oehlmann,Uri,M,1988-02-07,41738
441698,Halloran,Reinhard,F,1989-08-13,40000
441723,Granlund,Houman,M,1989-07-19,70065
441773,Cesareni,Shigenori,F,1989-07-29,70754
441737,Coombs,Sverrir,M,1989-03-25,72262
441762,Delaune,Mircea,M,1996-11-10,46811
441784,Peroz,Vasilii,M,1996-06-26,53272
441826,Einsfeld,Leandro,M,1988-03-18,60060
441970,Puppe,Duangkaew,M,1987-09-14,48992
441973,Egerstedt,Hatsukazu,F,1988-09-28,40000
441985,Velardi,Xumin,M,1994-10-09,57268
441839,Christ,Froduald,F,1987-02-15,87738
442014,Gajiwala,Radhakrishnan,F,1998-07-17,40000
442016,Breugel,Yuping,M,1987-09-06,62938
441873,Perri,Georg,F,1987-09-07,62108
442048,Stassinopoulos,Shigeu,F,1993-10-12,41249
442054,Vendrig,Sachar,M,1996-10-30,41470
441880,Mikschl,Xiping,M,1995-03-06,40000
441904,Sambasivam,Rosalyn,M,1999-07-04,84520
442083,Perly,Shridhar,M,1986-06-24,52195
442085,Peha,Jeong,M,1988-01-27,82044
442093,Weisert,Arvind,M,1986-08-20,49240
441911,Zweizig,Susuma,M,1988-01-29,54211
441918,Rettelbach,Bluma,F,1988-11-30,53325
442114,Mandell,Ibibia,M,1986-03-17,60625
441921,Hatcliff,Jeanne,F,1989-12-31,40000
442131,Dredge,Mark,M,1993-03-02,40000
442133,Angel,Bernd,M,1994-07-28,85908
441925,Kusakabe,Kinh,M,1986-12-12,48015
441927,Oxman,Diederik,F,1987-01-06,40000
441932,Tyugu,Shir,M,1999-06-20,42450
441939,Hennings,Jayson,F,1997-10-02,40000
442141,Serot,Eben,M,1989-12-05,53411
441955,Sommer,Sudhanshu,F,1988-05-15,91667
442149,Bodoff,Utpal,M,1995-10-25,73619
442330,Veeraraghavan,Quingbo,F,1998-08-21,62173
442167,Vigier,Mohamadou,F,1997-03-14,48357
442188,Rahier,Lucian,M,1996-09-05,69955
442350,Kriebel,Kagan,M,1995-07-05,40000
442196,Hegner,Muzhong,M,1988-06-25,40000
442213,Hoogerwoord,Masali,F,1987-03-06,47327
442364,Oxman,Barton,M,1993-08-19,40000
442230,Edelhoff,Anestis,F,1987-05-23,66004
442233,Azuma,Lene,M,1987-03-31,40000
442372,Sundgren,Conal,F,1986-03-12,40000
442243,Syrzycki,Yishai,M,1987-11-30,52110
442246,Linares,Richara,M,1994-12-07,52113
442405,Zielinski,Evgueni,F,1986-12-06,50594
442260,Tokunaga,Kayoko,F,1989-04-23,56184
442265,Navazio,Christophe,M,1986-02-09,47116
442271,Speer,Chinho,M,1988-06-26,73119
442275,Kropf,Eric,F,1991-11-10,40000
442429,Hanabata,Souichi,M,1987-09-02,50817
442430,Baak,Tse,M,1986-12-07,45183
442314,Schwartzburd,Miquel,M,1999-08-10,40000
442317,Junet,Jiong,M,1991-09-11,40000
442433,Roohalamini,Jingling,M,1986-12-18,46130
442321,Hertweck,Toshimo,F,1998-06-21,50459
442450,Bugaenko,Shaleah,M,1990-08-03,45732
442455,Gihr,Youngkon,M,1990-10-30,62540
442515,Langford,Abdelwaheb,M,1990-04-05,40000
442457,Jahnichen,Zhigen,M,1995-11-01,46988
442460,Ranon,Leon,F,1991-08-07,54601
442464,Naudin,Toshiko,M,1988-05-30,43839
442539,Suri,Toshimori,M,2000-07-02,45744
442542,Thiran,Mang,M,1996-08-11,70224
442487,Speer,Miomir,M,1988-12-03,55512
